name,member_number,create_time,commit_number
openchakra,6,2020-02-17T09:44:48.622Z,183
openclimatefix,11,2019-09-15T11:06:30.847Z,10056
opencore-legacy-patcher,2418,2023-05-17T23:31:04.813Z,3383
opencyphal,8,2020-02-06T11:33:24.455Z,3393
opendevufcg,31,2020-07-24T23:54:17.979Z,2116
openelectioncompass,6,2020-11-18T11:59:59.511Z,272
openfl,11,2017-10-24T01:29:24.647Z,197
openfoodfacts-server,25,2019-01-19T18:42:07.533Z,19037
openhd,59,2020-06-17T03:27:50.823Z,11276
openhv,10,2022-12-27T06:34:01.120Z,2845
openinfolabs,3,2022-10-25T18:56:55.534Z,37
openinput,7,2021-04-27T03:19:22.277Z,335
openipc,388,2020-02-26T05:25:03.695Z,4721
openknx-collective,4,2023-07-03T12:55:04.643Z,30
openmined,174,2020-03-28T15:32:13.949Z,36
openml,6,2021-09-20T11:57:15.838Z,2571
openodroe,7,2022-09-23T09:28:35.242Z,367
openprivacytech,8,2022-06-10T23:30:49.815Z,191
openrpc,8,2020-09-06T17:40:39.440Z,1778
opensource-fluidnumerics,2,2023-12-02T15:10:46.018Z,216
opensourcebim,222,2020-12-25T22:19:10.066Z,15129
opensourcedesign,119,2016-11-03T13:50:39.324Z,1184
opensourcediversity,56,2018-08-13T19:16:28.012Z,195
opensourcestories,4,2023-12-30T19:55:09.006Z,113
openstitching,3,2023-04-20T19:54:49.539Z,127
openwhyd,31,2017-05-05T23:00:05.646Z,1833
openwrt-tailscale-enabler,1,2022-04-01T16:24:10.076Z,112
open_stt,23,2019-09-03T15:21:19.904Z,342
oppr,4,2019-09-06T14:06:38.750Z,445
opsdroid,16,2018-01-23T09:25:07.291Z,1226
opt-out-tools,4,2019-06-09T19:31:32.906Z,411
orangopus,9,2019-06-29T09:35:47.965Z,19
orbitdb,35,2020-07-01T10:58:25.777Z,2882
orchid,45,2017-09-08T00:19:50.902Z,8542
organicmaps,55,2021-04-08T07:51:42.915Z,31839
orthanc,40,2022-01-24T08:37:42.192Z,425
ory,34,2018-03-07T18:34:03.026Z,21155
osca,101,2019-02-20T13:26:18.816Z,1737
osjs,4,2019-01-05T21:12:07.193Z,868
oslllo-svg-fixer,2,2024-03-07T16:48:40.840Z,312
osmedeus,26,2019-07-25T14:56:33.217Z,432
osmocom,33,2018-05-24T09:37:26.667Z,11016
ospic,6,2021-03-14T09:34:34.213Z,30
otion,6,2020-05-18T16:48:31.579Z,293
ovenmediaengine,31,2021-06-24T05:35:13.028Z,3962
overte,24,2023-03-05T18:23:24.800Z,57694
owncast,100,2021-02-25T21:34:32.440Z,6960
oxc,4,2024-08-29T09:55:15.947Z,5703
ozw,14,2019-07-02T07:06:17.292Z,6233
pacstall,4,2022-12-15T19:34:13.833Z,8077
pact-foundation,30,2018-03-28T04:01:59.153Z,4545
pagic,1,2020-11-16T02:51:15.285Z,356
panda-wallet,13,2023-10-07T20:34:38.444Z,356
parse-server,125,2017-05-11T12:39:16.062Z,13707
passkit-generator,15,2019-12-06T23:22:01.730Z,951
passwordless,9,2019-07-31T19:48:55.572Z,540
pcp,11,2021-04-06T05:38:17.696Z,738
peachcloud,27,2019-02-06T04:19:49.337Z,232
peerbit,6,2022-11-21T09:46:19.784Z,2747
peercoin,46,2020-04-16T10:38:43.201Z,1234
pest,7,2022-10-04T08:02:32.239Z,1265
pester,33,2019-06-23T08:51:35.189Z,388
pgrouting,16,2020-03-01T16:48:37.652Z,871
pgtyped,6,2022-02-09T16:35:50.675Z,710
phalcon,132,2017-03-25T21:22:57.021Z,5538
phantomui,2,2024-01-19T22:02:32.519Z,229
phenomic,9,2016-12-01T13:03:37.714Z,2054
phlask-ecosystem,3,2021-07-21T00:06:32.655Z,879
phoenix-ide,8,2022-12-22T17:09:49.636Z,5254
phonevr,3,2023-03-19T05:45:55.976Z,277
photoeditor,1,2021-05-26T01:18:59.044Z,439
photoviewer,4,2019-08-25T04:09:55.984Z,329
php-flasher,2,2020-12-17T08:56:52.722Z,80
php-soap,12,2022-08-26T12:15:32.457Z,1124
php-standard-library,6,2021-06-14T09:07:34.261Z,97
phpfoundation,1797,2021-10-28T14:27:05.778Z,317
phpstan-drupal,6,2021-02-28T22:21:57.132Z,994
php_codesniffer,58,2023-11-13T01:10:22.105Z,8570
piano,2,2019-08-10T01:44:18.847Z,81
pika-backup,45,2023-01-28T23:56:50.497Z,1883
pintora,1,2022-04-19T04:51:41.078Z,603
pion-ion,26,2019-12-27T14:35:47.856Z,2587
pionir,31,2019-09-27T01:01:36.824Z,53
pitchblackrecovery,37,2020-06-23T04:33:11.561Z,3667
pixapics,2,2022-07-07T01:31:39.835Z,116
pixelfed,182,2018-11-07T21:26:59.430Z,20223
pixi-viewport,7,2021-11-05T16:47:36.684Z,858
pixieditor,13,2021-03-27T12:05:54.933Z,3788
pixijs,143,2019-07-08T08:08:42.710Z,1875
pizzaql,6,2019-04-03T19:25:25.475Z,504
planby,13,2022-03-10T14:50:02.289Z,111
platypus,4,2019-03-26T14:22:32.028Z,590
playform-cloud-collective,3,2024-05-26T15:39:08.250Z,11161
playframework,516,2021-11-08T14:41:50.240Z,11136
playfulprogramming,12,2023-05-23T01:36:53.723Z,4434
plgd-cloud,16,2020-09-09T12:26:23.876Z,1236
plotsjl,7,2023-06-01T13:01:59.171Z,8346
plus-pro-components,2,2023-07-27T05:03:54.921Z,1065
plyr,12,2020-02-13T12:37:35.473Z,1418
plzmasdk,2,2021-05-15T10:56:21.557Z,181
pnpm,126,2018-10-05T22:17:24.801Z,9209
poi,80,2017-08-22T03:38:43.384Z,6434
polished,7,2018-03-07T14:30:42.202Z,857
polka,4,2019-06-12T23:26:47.510Z,206
polybar,22,2020-10-07T12:05:03.557Z,2291
polymc,31,2022-03-26T10:16:33.750Z,4082
ponyc,74,2018-06-11T00:16:06.989Z,5590
poolifier,5,2021-09-06T18:59:21.589Z,2835
portal-2-community-edition,32,2021-04-20T19:15:59.598Z,34
portmaster,67,2024-02-19T14:10:03.712Z,2295
postcss,63,2019-09-09T04:30:16.989Z,3089
posthtml,9,2019-07-08T08:13:48.205Z,3042
pranavpandeydev,1,2021-05-29T08:43:44.156Z,1895
pre-commit,23,2018-11-01T02:16:55.254Z,3083
preact,267,2016-11-26T20:54:51.409Z,16889
premake,20,2019-05-29T22:06:56.863Z,2060
prest,2,2021-09-02T10:43:06.961Z,1895
prettier-ruby,17,2019-09-18T13:44:51.883Z,2705
prettier,370,2019-03-07T07:54:51.579Z,20769
primary-java,1,2019-12-08T09:17:10.407Z,138
prismane,3,2023-07-07T07:30:27.829Z,193
prismarinejs,12,2022-01-03T18:54:35.141Z,432
prismlauncher,117,2022-10-20T08:40:56.209Z,26996
privacyguides,165,2019-05-23T17:44:08.123Z,1176
profitmaker,1,2021-06-06T08:02:25.913Z,906
projectwallace,3,2020-04-17T15:01:28.257Z,659
protoc-gen-ts,6,2021-12-08T10:15:38.519Z,112
prowlarr,105,2020-10-19T06:01:53.686Z,14291
proyecto26,4,2019-05-30T02:04:41.174Z,2124
pseudotv-live,3,2021-08-16T19:52:25.617Z,1178
psl,12,2020-03-05T15:23:31.309Z,6566
pts,2,2023-11-07T14:40:39.361Z,1283
public-transport-oss,3,2021-03-25T21:47:00.450Z,269
publii,127,2018-07-06T11:47:48.738Z,2669
pug-php,6,2018-11-03T17:45:24.517Z,1869
pulsar-edit,106,2022-11-03T19:50:55.078Z,19778
puppeteer-screen-recorder,3,2022-09-11T18:59:12.016Z,93
puzrin,23,2020-11-15T22:28:04.246Z,187
puzzlescript,6,2017-12-20T22:14:02.654Z,1391
pwa-asset-generator,5,2022-08-23T16:54:09.761Z,888
pybamm,9,2023-01-31T21:35:48.515Z,19108
pygad,7,2020-08-11T14:45:16.043Z,1063
pyke-osai,11,2023-09-27T18:35:30.860Z,439
pylabel,5,2021-12-20T20:27:46.025Z,395
pyodide,25,2021-11-02T21:32:54.071Z,3379
pypy,102,2018-10-26T15:17:18.611Z,17435
pyrevitlabs,30,2024-04-17T01:57:17.804Z,5713
pyrogram,14,2020-11-20T02:00:50.644Z,4058
pytest,131,2019-06-27T13:36:12.059Z,12695
python-nox,11,2019-05-17T17:30:27.533Z,514
python-openbmclapi,2,2024-06-22T10:13:33.098Z,985
python-social-auth,4,2024-07-12T13:07:56.699Z,4568
python-socketio,1,2021-05-15T11:17:04.238Z,1318
python-trio,16,2020-08-27T22:09:21.566Z,13064
pythonecuador,3,2021-03-12T17:46:17.225Z,568
pythonseverywhere,4,2019-07-09T18:03:53.540Z,693
pytorch-ignite,5,2021-04-24T22:45:03.573Z,1619
qgis-ee-plugin,2,2024-03-24T23:46:20.591Z,365
qidanta,1,2020-06-10T08:32:01.138Z,873
qldependency,1,2022-02-25T04:24:36.552Z,337
qmk-firmware,48,2022-05-23T15:34:02.249Z,6276
quasar-admin-crm,1,2020-06-05T06:59:17.791Z,101
quasar-admin,2,2022-06-15T09:00:10.207Z,134
qubes-os,891,2016-10-23T00:31:11.845Z,26873
querylist,1,2020-07-17T05:19:15.676Z,142
quickviewer,5,2019-05-24T04:33:03.156Z,776
quiltmc,48,2022-01-15T16:35:52.738Z,8130
quinn-rs,5,2024-03-22T20:46:13.213Z,3577
raccoonscode,1,2022-04-11T00:26:29.232Z,955
radareorg,35,2019-09-14T15:17:17.659Z,7836
radarr,793,2018-03-19T10:03:50.740Z,6865
ragestudio,1,2022-09-01T18:52:18.070Z,3027
ramda-adjunct,7,2017-12-20T16:31:45.619Z,3125
rapidoc,1,2022-02-25T16:04:22.413Z,1477
razzle,6,2020-09-25T16:52:18.274Z,1838
reach-ui,20,2019-10-16T18:21:30.191Z,1141
reach4help,5,2020-05-21T11:04:03.276Z,4908
react-ace,12,2017-05-25T13:25:00.676Z,1480
react-admin,5,2022-01-24T13:40:38.512Z,18713
react-awesome-loaders,2,2021-03-28T04:51:35.391Z,50
react-awesome-query-builder,14,2020-02-10T19:45:37.042Z,795
react-awesome-reveal,2,2024-07-23T07:02:35.888Z,350
react-calendar,6,2018-08-09T08:04:26.958Z,1149
react-colorful,8,2021-04-06T08:19:10.524Z,488
react-cool-dimensions,1,2020-06-01T15:06:44.335Z,1089
react-cool-form,1,2021-07-01T02:56:12.528Z,3324
react-cool-img,1,2020-06-01T15:08:14.773Z,1858
react-cool-inview,1,2020-06-01T15:01:21.253Z,1414
react-cool-onclickoutside,1,2020-06-01T15:05:12.123Z,1511
react-cool-portal,1,2020-06-01T15:03:23.709Z,1498
react-cool-starter,3,2020-06-01T14:44:46.644Z,2261
react-cool-virtual,5,2021-06-12T11:59:15.473Z,1164
react-date-picker,7,2018-08-09T09:11:28.781Z,4599
react-design-editor,5,2019-12-03T00:25:02.746Z,354
react-dropzone,26,2017-01-30T15:00:18.449Z,90
react-easy-edit,1,2021-07-28T08:43:36.838Z,307
react-firebase-starter,9,2016-04-02T00:00:00.000Z,404
react-hook-form,127,2019-08-21T01:24:31.589Z,4132
react-jsonschema-form,8,2022-05-20T15:15:44.879Z,1628
react-lifecycle-methods-diagram,3,2018-12-06T11:55:12.009Z,537
react-liquidswipe,1,2021-01-05T05:08:28.990Z,15
react-md,6,2020-07-22T00:33:32.294Z,5133
react-native-datetimepicker,18,2020-09-29T19:52:45.658Z,440
react-native-debugger,21,2018-01-22T09:20:41.697Z,954
react-native-elements,90,2017-04-07T18:50:15.839Z,2155
react-native-haptic-feedback,5,2022-05-04T08:50:23.820Z,163
react-native-health-connect,2,2023-03-06T16:28:37.024Z,186
react-native-iap,63,2018-08-13T15:39:25.827Z,1761
react-native-image-crop-picker,11,2017-09-25T11:39:27.958Z,482
react-native-image-picker,4,2020-11-12T11:31:28.657Z,671
react-pdf-js,1,2022-09-16T05:13:00.786Z,535
react-pdf-wojtekmaj,22,2018-08-09T08:07:21.543Z,1751
react-pdf,65,2017-06-05T04:53:39.064Z,953
react-play,8,2023-01-10T09:13:35.678Z,1788
react-reactive-form,1,2019-04-13T06:36:58.065Z,62
react-redux-firebase,10,2017-06-23T18:43:02.639Z,1486
react-sortable-tree,1,2020-03-23T07:08:31.433Z,543
react-spring,62,2018-07-09T15:13:36.890Z,3445
react-starter-kit,12,2016-04-02T00:00:00.000Z,79
react-three-fiber,70,2019-09-11T09:33:05.494Z,5508
react-uploady,11,2021-01-12T15:12:45.474Z,889
react-windows-ui,2,2021-06-14T16:18:54.731Z,781
react95,6,2020-06-15T11:50:23.560Z,1981
reactfigma,4,2019-12-13T16:25:43.992Z,1308
reactive-resume,74,2023-11-06T16:42:26.099Z,4610
reactphp,6,2022-07-10T10:35:08.257Z,308
readarr,101,2020-05-09T14:03:36.423Z,4681
realyoungchief,2,2021-12-11T04:21:56.577Z,41
rebelsmanager,11,2019-10-01T13:46:12.676Z,401
recallgraph,2,2020-06-10T03:23:41.810Z,582
receiptmanager,3,2021-05-14T13:58:55.976Z,1219
recharts,26,2019-10-23T16:36:25.554Z,2878
reconmap,4,2021-09-03T20:53:57.569Z,83
redeclipse,17,2019-10-24T14:41:36.958Z,8240
redom,13,2018-02-08T09:03:58.144Z,1210
redux-form,21,2018-07-18T18:30:40.811Z,1959
redux-model,1,2020-07-28T04:01:07.020Z,793
redux-requests,3,2020-05-20T14:30:00.614Z,853
redux-saga,142,2017-01-02T10:42:21.172Z,1885
regolith,175,2020-01-23T17:44:53.931Z,52
reinforcementlearningjl,5,2022-06-25T15:55:21.922Z,1586
rema,5,2022-03-05T16:20:43.899Z,107
renative,5,2019-02-17T14:33:20.049Z,6916
resilience-web,19,2021-09-28T20:54:43.699Z,1059
resium,2,2019-07-04T05:33:02.346Z,1151
resonate,72,2019-05-28T13:07:50.454Z,1272
responsively,98,2020-08-16T10:03:44.642Z,1630
restrequest4delphi,3,2020-09-30T04:16:44.544Z,342
resuminator,2,2021-09-18T04:11:20.169Z,1044
resxresourcemanager,18,2018-10-21T13:50:58.372Z,1689
rete,12,2017-12-22T15:53:18.291Z,1339
retrospring,16,2022-10-11T23:00:23.349Z,5251
revery,66,2017-11-01T17:54:50.568Z,878
reviewdog,13,2018-07-09T23:38:40.668Z,8532
revogrid,4,2022-08-14T14:19:23.428Z,1363
richie-bendall,2,2019-10-16T04:05:35.629Z,33
rillrate,1,2021-08-21T19:09:44.720Z,175
risg,1,2019-05-26T20:58:21.700Z,1454
rita,5,2019-06-12T16:06:11.526Z,496
rn-keyboard-manager,2,2020-03-17T14:10:46.127Z,210
robostack,4,2021-12-16T22:35:54.500Z,4433
robotcode,2,2024-04-22T11:05:52.228Z,2032
robyn_oss,1,2022-04-22T20:48:38.155Z,623
roc-streaming,5,2022-12-23T11:17:56.341Z,2552
rocketmod,19,2018-08-13T12:24:53.267Z,958
rollup-plugin-styles,1,2021-01-26T16:25:13.490Z,463
rollup,130,2018-01-08T14:29:31.489Z,12541
ronin-rb,4,2023-01-15T07:10:32.983Z,1279
rottingresearch,8,2023-04-28T23:03:28.966Z,798
rough,17,2020-06-17T07:44:34.884Z,825
rpa_developer_roadmap,2,2021-10-11T09:51:17.451Z,101
rrweb,18,2023-03-23T13:23:39.243Z,1255
rslint,4,2020-10-13T13:13:16.824Z,422
rspack,7,2023-04-11T09:32:30.876Z,9087
rspamd_project,5,2019-06-22T12:37:09.785Z,104
rspec-tracer,1,2021-10-17T11:44:38.097Z,58
rsschool,518,2019-10-23T09:02:53.257Z,3353
rsstranslator,3,2024-03-01T08:46:12.033Z,601
rsuite,10,2018-04-19T13:13:23.218Z,4260
rubocop,121,2017-01-04T09:35:31.848Z,10080
ruffle,301,2020-09-22T18:43:12.337Z,12761
rust-battery,3,2019-03-14T07:45:22.326Z,85
rust-lang-ru,14,2020-04-25T10:06:26.112Z,1252
rustforweb,2,2024-07-30T16:42:33.314Z,438
rustmagazine,4,2023-05-04T13:55:31.353Z,139
rwf2,15,2022-06-09T23:15:14.434Z,2476
rx-angular,10,2020-11-01T18:53:59.183Z,2595
rxts,5,2019-11-29T08:18:14.629Z,2840
ryan-zayne,1,2024-08-19T12:10:40.158Z,300
s5s,28,2019-04-15T02:29:44.262Z,2
saasfly,4,2024-03-29T10:22:23.018Z,72
safebash,1,2019-01-23T14:30:28.861Z,288
sagernet,45,2021-04-28T12:33:26.788Z,2354
sailboatui,2,2023-01-11T01:57:14.485Z,184
saleor-marketplace,2,2021-12-12T15:01:33.244Z,16110
salvo,6,2022-07-05T23:25:39.913Z,3566
sanic-org,21,2021-01-05T08:11:10.078Z,3208
sapphiredev,17,2021-11-02T22:53:46.995Z,9260
sauron,3,2020-09-10T12:11:40.437Z,2280
scalamonocle,5,2020-05-13T10:25:19.721Z,128
sceneview,19,2021-10-29T11:25:33.173Z,1050
schema-net,2,2019-10-13T08:55:41.716Z,857
schrodinger-hat,78,2021-08-06T10:02:16.850Z,1419
scidsg,13,2022-09-19T16:11:54.821Z,2683
sciencefair,2,2018-01-13T00:24:07.696Z,281
scikit-opt,1,2021-03-16T09:17:51.211Z,339
scribblelab,2,2024-03-23T19:38:21.516Z,384
scuffle,21,2023-02-21T13:43:44.152Z,148
seanpm2001,1,2021-11-14T05:05:45.136Z,70154
secure-headers,2,2020-03-07T14:54:49.343Z,364
selenium-jupiter,7,2019-07-12T08:32:26.578Z,2019
selenium,44,2023-09-12T17:18:10.869Z,7384
semapps,5,2020-03-30T09:29:37.274Z,4533
seotopper,1,2019-06-27T16:47:30.203Z,146
sequel-ace,82,2020-07-16T18:24:46.198Z,4509
sequelize,51,2021-10-07T19:46:10.866Z,631
serenityapp,1,2021-12-23T03:28:34.332Z,991
serialport,25,2019-05-05T01:05:22.768Z,2152
serilog-exceptions,5,2019-10-13T13:19:23.794Z,1038
sern,11,2022-09-17T13:55:53.092Z,569
serverest,39,2020-10-14T19:14:48.065Z,66
serverless-nextjs-plugin,28,2019-05-30T17:23:14.235Z,2376
serveside,2,2020-09-01T16:07:15.143Z,253
servo,161,2024-02-13T23:25:14.352Z,137
sfztools,16,2020-07-14T22:41:19.569Z,3799
sgc,1,2020-03-04T11:40:13.148Z,240
sharppulsar,2,2023-07-17T04:25:32.740Z,2001
shields,207,2017-11-01T22:08:09.669Z,171
shirakumo,6,2020-10-28T15:37:53.672Z,4231
sholladay,1,2020-06-25T07:20:32.124Z,121
shopyo,2,2022-03-14T17:29:36.139Z,135
shuffle,2,2021-01-24T06:15:26.056Z,2094
sidekiq-batch,4,2021-09-08T14:30:32.974Z,157
signdict1,4,2019-06-29T09:36:26.820Z,1320
sim-c,2,2020-12-28T18:23:20.672Z,684
simplcommerce,8,2018-10-17T20:25:01.375Z,893
simple-icons,17,2021-02-22T14:55:42.988Z,4014
simplednscrypt,29,2018-05-23T06:39:47.946Z,782
simplelogin,24,2020-07-30T06:17:44.599Z,2466
simplestatemachine,2,2021-05-25T07:58:37.378Z,206
simpleui,4,2019-05-25T11:12:23.009Z,621
simplex-chat,77,2020-07-16T18:38:53.840Z,6186
simply,4,2021-02-22T20:32:45.958Z,354
simplydjs,1,2022-03-07T14:07:38.604Z,355
sinanaydogan,1,2021-07-30T13:09:58.778Z,1386
sindresorhus,139,2019-03-05T15:51:39.632Z,22820
single-spa,18,2019-05-14T21:43:38.232Z,4025
site-prism,5,2021-02-08T20:19:33.099Z,1104
sixlabors,69,2017-04-02T00:31:56.140Z,16448
sketch-sh,27,2019-06-15T15:50:35.573Z,967
sketchize,1,2019-11-29T21:09:13.870Z,37
skia4delphi,22,2022-02-15T10:45:22.295Z,284
sktime,19,2021-06-15T15:15:23.411Z,4843
skylines,18,2018-05-28T10:46:10.428Z,863
slideshowp2,9,2019-11-13T06:41:53.947Z,56
smart-home,1,2022-08-02T17:57:28.472Z,1474
smartcloudgg,2,2021-08-08T02:39:31.847Z,490
smug,3,2021-04-30T20:17:16.240Z,131
smw,15,2023-11-30T19:31:37.572Z,636
snaphutao,4,2023-10-07T00:09:49.018Z,4001
softmaple,2,2022-02-03T17:58:19.365Z,73
solid,140,2020-10-24T06:06:49.269Z,1748
solidus,78,2018-10-04T20:52:56.587Z,17881
soniccloudorg,13,2022-02-22T15:52:17.052Z,4812
sopel,7,2018-04-28T02:37:14.871Z,121
sorry-cypress,8,2020-10-14T04:15:05.329Z,1071
sous-chefs,42,2018-10-12T11:28:40.083Z,1313
spacebar,42,2021-05-08T18:36:36.198Z,4900
spacedrive,25,2022-04-23T14:13:29.663Z,2974
spaceship-prompt,5,2021-05-06T11:07:13.988Z,1898
sparcle-studio,3,2024-06-14T11:39:39.811Z,1464
spicetify,27,2022-03-04T03:01:21.309Z,3071
spina,21,2017-09-12T13:36:55.712Z,1310
spinalhdl,17,2022-06-10T08:30:19.550Z,6944
splitjs,5,2017-11-28T21:26:25.004Z,960
spotiflyer,237,2021-04-19T18:52:12.693Z,599
spotube,186,2022-01-20T03:13:39.106Z,1660
spring-oxygen,1,2020-11-27T09:59:42.040Z,627
spy-debugger,1,2019-12-19T09:30:55.514Z,219
spyder,645,2017-11-17T19:14:35.651Z,30937
sqlitebiter,2,2020-04-18T04:47:13.715Z,1188
sqlkata,10,2020-07-15T14:24:39.351Z,662
srain,3,2022-04-23T16:39:39.417Z,1668
srs-server,62,2021-12-06T10:35:47.408Z,7793
ssh-action,4,2022-05-28T08:39:38.201Z,287
sshportal,6,2019-07-09T20:47:49.700Z,506
stacer,15,2019-05-25T13:03:59.604Z,664
standard-readme,3,2018-07-25T19:47:53.222Z,186
stardust-xr,8,2023-05-26T01:50:38.614Z,1276
starship,32,2020-02-26T16:12:07.383Z,3420
stashapp,544,2019-11-21T18:25:49.609Z,6681
stateless-minds-collective,2,2022-05-03T11:45:26.060Z,137
static-haskell-nix,22,2019-06-17T14:56:28.112Z,256
static-site-boilerplate,5,2019-01-23T22:09:30.000Z,109
staticjscms,7,2022-10-30T15:01:51.005Z,32
statoscope,9,2020-11-18T18:44:22.328Z,974
statusfy,18,2018-11-21T02:25:26.330Z,765
stay,1,2022-02-10T07:52:32.657Z,485
stc,73,2022-10-28T06:46:52.692Z,728
stdlib,7,2023-01-18T08:46:48.660Z,50589
stonedb,2,2023-04-03T03:01:22.619Z,615
stopmodreposts,10,2021-12-22T20:38:12.710Z,31
storybook,267,2017-05-18T04:58:55.600Z,84523
strapi,113,2017-12-14T16:30:35.172Z,34491
strawberry-graphql,19,2021-03-06T13:05:32.091Z,5562
styled-components,195,2018-01-26T22:53:27.917Z,4954
stylelint,82,2017-07-01T17:16:06.842Z,3066
stylis,4,2022-02-05T09:53:06.481Z,649
stylus,8,2022-06-21T10:53:52.223Z,290
substats,2,2020-03-28T12:50:20.321Z,272
substitute-js,4,2020-04-14T11:18:29.279Z,221
sudo-project,5,2020-12-18T17:46:23.522Z,5170
suitecrm,22,2019-05-31T15:07:55.493Z,2484
suneditor,12,2021-04-06T05:04:06.755Z,2792
sunpy,16,2021-07-09T13:41:49.133Z,6562
sunrise-choir,17,2019-01-31T23:20:51.229Z,961
support-quicksi-cli,1,2022-07-07T22:42:03.720Z,49
surfacedd,1,2020-12-18T01:52:59.422Z,226
surjithctly,1,2020-06-22T15:33:34.463Z,65
sustainoss,198,2017-01-19T18:56:22.248Z,881
svelte,553,2020-09-01T17:46:14.307Z,19482
sveltevietnam,6,2023-10-24T03:10:10.557Z,905
svgbob,4,2020-09-10T12:19:34.544Z,606
svgo,28,2021-02-25T15:49:56.466Z,135
svgr,51,2018-09-16T14:57:37.958Z,642
swarmlet,2,2020-10-20T03:44:16.630Z,765
swarmpit,11,2020-01-23T09:07:18.499Z,1984
swc,122,2019-02-11T01:36:09.763Z,9893
sweidproject,5,2019-11-13T11:09:18.556Z,334
swiftdatatables,1,2022-02-20T18:34:38.321Z,204
swiftwasm,17,2020-12-14T22:15:39.344Z,170
switchblade,17,2019-05-26T21:32:16.503Z,3205
swup,12,2019-05-26T22:53:02.209Z,4439
sygil_dev,4,2022-12-09T00:58:50.126Z,2728
syncsettings,6,2019-01-29T12:57:31.335Z,314
systemjs,16,2018-07-22T09:02:18.475Z,150
tabby,26,2019-05-24T08:46:24.329Z,7291
tablam,2,2022-08-23T17:00:27.273Z,216
tabler,30,2018-06-13T10:33:48.716Z,5857
tabmerger,1,2021-03-05T20:43:41.616Z,420
tag-picker,2,2022-03-18T13:57:11.365Z,208
tailwindcss-classnames,4,2021-05-15T00:23:16.844Z,581
tarkov-dev,84,2022-04-07T03:39:59.224Z,7454
taro-hooks,1,2021-09-24T09:58:08.765Z,577
task,52,2018-03-30T17:00:58.801Z,2067
tastyigniter,18,2019-01-17T00:54:22.395Z,228
tauri,375,2019-08-28T11:25:56.174Z,8565
tbox,6,2020-02-13T09:19:49.601Z,416
teamlinker,2,2023-12-26T09:56:59.715Z,289
tech-interview-handbook,97,2019-01-15T06:44:32.015Z,1463
techphantoms,5,2021-07-05T11:45:13.886Z,766
techqueria,37,2017-03-03T01:20:37.027Z,1145
teledrive,7,2021-11-21T09:24:31.628Z,3384
telega,23,2020-12-31T07:34:24.336Z,1504
telegraf,6,2016-12-29T23:36:10.815Z,1673
tenacity,33,2021-07-13T20:09:06.685Z,10616
tenancy,48,2018-02-14T15:33:49.216Z,2348
tera-arise,11,2022-12-05T16:06:08.373Z,760
termux-pacman,6,2023-01-31T13:38:30.123Z,32776
termux,178,2022-05-17T11:41:27.415Z,614
terraforge3d,3,2021-12-22T11:59:46.422Z,521
terser,47,2019-08-23T10:16:39.126Z,5489
tesseractjs,7,2019-06-02T02:06:51.133Z,800
testing-library,17,2019-04-25T19:19:57.330Z,128
tgmeetup,2,2019-05-24T12:35:51.689Z,186
the-fuse-lab,17,2022-04-19T03:01:19.158Z,3432
the-gita-initiative,6,2021-06-26T11:34:06.112Z,1090
theabbie,2,2020-01-24T16:28:18.543Z,292
thegorgeouslogin,3,2019-07-09T13:29:42.934Z,28
thelounge,48,2018-03-08T04:50:51.827Z,8208
thenewoil,40,2021-10-21T17:17:48.435Z,205
thestrukture,1,2021-12-18T17:22:01.904Z,168
theta-wave,3,2021-03-21T01:17:54.917Z,810
thorium-sim,9,2021-09-25T13:11:24.480Z,2007
thorvg,3,2024-03-03T07:57:47.622Z,2872
thpatch,43,2018-11-07T09:42:35.045Z,180
three-dots,1,2019-08-25T04:07:10.454Z,142
thulite,3,2022-02-05T16:13:06.827Z,628
tidalcycles,95,2021-06-06T21:45:39.979Z,4459
tiktoka-official,2,2022-05-11T20:25:51.530Z,900
timber,16,2022-12-09T21:03:23.049Z,239
time-to-hack,3,2020-07-28T13:58:32.900Z,32
tinyfilemanager,2,2020-01-01T10:54:24.349Z,284
tiptap,5,2021-05-06T21:53:57.936Z,13794
tj-actions,6,2021-03-24T12:48:52.437Z,11510
tj-django,2,2021-03-26T14:05:28.796Z,2486
tnb,4,2023-10-07T09:33:58.640Z,888
tockler,1,2021-07-18T07:18:35.906Z,773
together-java,20,2022-11-25T09:31:52.153Z,910
tom-select,9,2021-03-04T03:05:54.427Z,1631
toolsforthought,8,2022-11-11T16:52:50.336Z,336
tosdr,323,2017-10-03T14:58:32.800Z,1651
tracardi-cdp,23,2022-04-27T09:37:16.115Z,6856
traintastic,1,2021-09-17T17:39:05.818Z,1915
translation-plugin,39,2019-07-31T02:35:08.330Z,3485
trefle,2,2020-10-25T10:08:56.503Z,285
tresjs,4,2023-06-26T07:49:59.349Z,856
trex,5,2020-07-15T15:56:09.910Z,446
truecharts,170,2022-04-03T10:33:43.225Z,74826
ts-graphviz,6,2024-02-10T04:31:30.740Z,996
ts-import-plugin,1,2019-06-01T04:58:52.971Z,1600
tsed,26,2018-03-01T22:31:59.982Z,6682
tsparticles,3,2022-06-15T14:56:34.906Z,13787
tstl,3,2019-12-01T04:49:17.939Z,49
tuistapp,34,2018-10-30T15:44:34.888Z,5908
tum-dev,6,2020-11-25T20:06:00.510Z,3991
tusky,543,2019-01-21T14:18:26.238Z,7583
